Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Max,Min,If,if,ifs
10/4/2015,4,October,2015,46,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
1/23/2014,23,January,2014,46,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,7,7,9,0,49,49,,,,,
1/23/2016,23,January,2016,46,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
3/9/2014,9,March,2014,46,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
3/9/2016,9,March,2016,46,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/3/2014,3,March,2014,46,Adults (35-64),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/3/2016,3,March,2016,46,Adults (35-64),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
10/14/2013,14,October,2013,46,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126,,,,,
10/14/2015,14,October,2015,46,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
6/30/2014,30,June,2014,46,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
6/30/2016,30,June,2016,46,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
6/13/2014,13,June,2014,45,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
5/30/2014,30,May,2014,45,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
5/30/2016,30,May,2016,45,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
6/25/2014,25,June,2014,45,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
6/25/2016,25,June,2016,45,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,21,7,9,0,147,147,,,,,
3/12/2014,12,March,2014,44,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/12/2016,12,March,2016,44,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
12/15/2013,15,December,2013,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,,,,,
12/15/2015,15,December,2015,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
2/5/2014,5,February,2014,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,12,7,9,0,84,84,,,,,
2/5/2016,5,February,2016,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
4/23/2014,23,April,2014,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,15,7,9,0,105,105,,,,,
4/23/2016,23,April,2016,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,16,7,9,0,112,112,,,,,
5/5/2014,5,May,2014,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,12,7,9,0,84,84,,,,,
5/5/2016,5,May,2016,44,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,12,7,9,0,84,84,,,,,
7/30/2013,30,July,2013,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
7/30/2015,30,July,2015,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
12/28/2015,28,December,2015,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161,,,,,
2/16/2014,16,February,2014,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
2/16/2016,16,February,2016,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
3/2/2014,2,March,2014,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,10,7,9,0,70,70,,,,,
3/2/2016,2,March,2016,42,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,7,7,9,0,49,49,,,,,
9/28/2015,28,September,2015,42,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
12/1/2013,1,December,2013,42,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
12/1/2015,1,December,2015,42,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
7/4/2014,4,July,2014,42,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
7/4/2016,4,July,2016,42,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
12/17/2013,17,December,2013,41,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
12/17/2015,17,December,2015,41,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,21,7,9,0,147,147,,,,,
10/21/2013,21,October,2013,41,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
10/21/2015,21,October,2015,41,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,19,7,9,0,133,133,,,,,
3/4/2014,4,March,2014,41,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,,,,,
3/4/2016,4,March,2016,41,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
5/28/2014,28,May,2014,41,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
5/28/2016,28,May,2016,41,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
6/26/2014,26,June,2014,41,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
6/26/2016,26,June,2016,41,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
8/6/2013,6,August,2013,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,5,7,9,0,35,35,,,,,
8/6/2015,6,August,2015,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
11/16/2013,16,November,2013,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126,,,,,
11/16/2015,16,November,2015,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
6/19/2014,19,June,2014,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
6/19/2016,19,June,2016,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
9/19/2013,19,September,2013,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
9/19/2015,19,September,2015,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
11/8/2013,8,November,2013,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161,,,,,
11/8/2015,8,November,2015,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161,,,,,
2/17/2014,17,February,2014,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
2/17/2016,17,February,2016,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126,,,,,
4/23/2014,23,April,2014,38,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
4/23/2016,23,April,2016,38,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,7,7,9,0,49,49,,,,,
5/9/2014,9,May,2014,38,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,12,7,9,0,84,84,,,,,
5/9/2016,9,May,2016,38,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
1/31/2014,31,January,2014,38,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
1/31/2016,31,January,2016,38,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
5/26/2014,26,May,2014,38,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
5/26/2016,26,May,2016,38,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
10/4/2015,4,October,2015,38,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
12/5/2015,5,December,2015,37,Adults (35-64),M,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
11/21/2013,21,November,2013,37,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,5,7,9,0,35,35,,,,,
11/21/2015,21,November,2015,37,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
12/11/2013,11,December,2013,37,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
12/11/2015,11,December,2015,37,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,5,7,9,0,35,35,,,,,
11/22/2013,22,November,2013,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
11/22/2015,22,November,2015,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,14,7,9,0,98,98,,,,,
4/9/2014,9,April,2014,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
4/9/2016,9,April,2016,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
6/28/2014,28,June,2014,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
6/28/2016,28,June,2016,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
10/23/2013,23,October,2013,36,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
10/23/2015,23,October,2015,36,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/1/2014,1,March,2014,35,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
3/1/2016,1,March,2016,35,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161,,,,,
3/25/2014,25,March,2014,35,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
3/25/2016,25,March,2016,35,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
6/4/2014,4,June,2014,35,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,,,,,
6/4/2016,4,June,2016,35,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
3/31/2014,31,March,2014,35,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
3/31/2016,31,March,2016,35,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
12/17/2013,17,December,2013,35,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,19,7,9,0,133,133,,,,,
12/17/2015,17,December,2015,35,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,19,7,9,0,133,133,,,,,
5/15/2014,15,May,2014,35,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126,,,,,
5/15/2016,15,May,2016,35,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126,,,,,
5/24/2014,24,May,2014,35,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,11,7,9,0,77,77,,,,,
5/24/2016,24,May,2016,35,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,11,7,9,0,77,77,,,,,
3/23/2016,23,March,2016,34,Young Adults (25-34),M,France,Yveline,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
11/30/2013,30,November,2013,34,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,21,7,9,0,147,147,,,,,
11/30/2015,30,November,2015,34,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,19,7,9,0,133,133,,,,,
1/8/2014,8,January,2014,34,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
1/8/2016,8,January,2016,34,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
1/10/2014,10,January,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,12,7,9,0,84,84,,,,,
1/10/2016,10,January,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
1/17/2014,17,January,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
1/17/2016,17,January,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
2/3/2014,3,February,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
2/3/2016,3,February,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/20/2014,20,March,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/20/2016,20,March,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
7/23/2014,23,July,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
7/23/2016,23,July,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
7/24/2013,24,July,2013,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
7/24/2015,24,July,2015,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126,,,,,
9/24/2013,24,September,2013,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
2/7/2014,7,February,2014,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
2/7/2016,7,February,2016,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
6/17/2014,17,June,2014,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,13,7,9,0,91,91,,,,,
6/17/2016,17,June,2016,33,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,13,7,9,0,91,91,,,,,
7/6/2013,6,July,2013,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,5,7,9,0,35,35,,,,,
7/6/2015,6,July,2015,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
10/5/2013,5,October,2013,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
10/5/2015,5,October,2015,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,,,,,
11/11/2013,11,November,2013,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,16,7,9,0,112,112,,,,,
11/11/2015,11,November,2015,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,15,7,9,0,105,105,,,,,
5/15/2014,15,May,2014,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
5/15/2016,15,May,2016,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,7,7,9,0,49,49,,,,,
6/6/2014,6,June,2014,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
6/6/2016,6,June,2016,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,,,,,
6/28/2014,28,June,2014,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,16,7,9,0,112,112,,,,,
6/28/2016,28,June,2016,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
8/18/2013,18,August,2013,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,7,7,9,0,49,49,,,,,
8/18/2015,18,August,2015,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,7,7,9,0,49,49,,,,,
10/22/2013,22,October,2013,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,11,7,9,0,77,77,,,,,
10/22/2015,22,October,2015,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,9,7,9,0,63,63,,,,,
3/7/2014,7,March,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
3/7/2016,7,March,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,21,7,9,0,147,147,,,,,
3/8/2014,8,March,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
3/8/2016,8,March,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
4/13/2014,13,April,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
4/13/2016,13,April,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
6/24/2014,24,June,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,21,7,9,0,147,147,,,,,
6/24/2016,24,June,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,19,7,9,0,133,133,,,,,
3/19/2014,19,March,2014,32,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161,,,,,
3/19/2016,19,March,2016,32,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
10/7/2015,7,October,2015,32,Young Adults (25-34),M,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
9/18/2015,18,September,2015,32,Young Adults (25-34),M,France,Seine et Marne,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
1/10/2016,10,January,2016,31,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
9/4/2013,4,September,2013,31,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
9/4/2015,4,September,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,21,7,9,0,147,147,,,,,
1/18/2014,18,January,2014,31,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
1/18/2016,18,January,2016,31,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,15,7,9,0,105,105,,,,,
4/27/2014,27,April,2014,31,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
4/27/2016,27,April,2016,31,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
2/15/2014,15,February,2014,31,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,,,,,
2/15/2016,15,February,2016,31,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
9/18/2013,18,September,2013,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21,,,,,
9/18/2015,18,September,2015,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
2/6/2014,6,February,2014,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
2/6/2016,6,February,2016,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
3/30/2014,30,March,2014,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
3/30/2016,30,March,2016,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
4/9/2014,9,April,2014,31,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
10/28/2015,28,October,2015,30,Young Adults (25-34),M,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/6/2014,6,March,2014,30,Young Adults (25-34),F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
2/3/2016,3,February,2016,30,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
6/26/2014,26,June,2014,30,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
6/26/2016,26,June,2016,30,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,14,7,9,0,98,98,,,,,
10/10/2013,10,October,2013,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
10/10/2015,10,October,2015,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
12/22/2015,22,December,2015,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154,,,,,
1/30/2014,30,January,2014,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42,,,,,
1/30/2016,30,January,2016,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
2/19/2016,19,February,2016,30,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168,,,,,
1/16/2014,16,January,2014,29,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
1/16/2016,16,January,2016,29,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28,,,,,
5/8/2014,8,May,2014,29,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,11,7,9,0,77,77,,,,,
5/8/2016,8,May,2016,29,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,8,7,9,0,56,56,,,,,
3/2/2016,2,March,2016,29,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7,,,,,
3/5/2014,5,March,2014,29,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,15,7,9,0,105,105,,,,,
3/5/2016,5,March,2016,29,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,14,7,9,0,98,98,,,,,
6/5/2014,5,June,2014,29,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140,,,,,
6/5/2016,5,June,2016,29,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119,,,,,
